time,EEG Fp1-REF,EEG Fp2-REF,EEG F3-REF,EEG F4-REF,EEG C3-REF,EEG C4-REF,EEG P3-REF,EEG P4-REF,EEG O1-REF,EEG O2-REF,EEG F7-REF,EEG F8-REF,EEG T3-REF,EEG T4-REF,EEG T5-REF,EEG T6-REF,EEG Fz-REF,EEG Cz-REF,EEG Pz-REF,ECG EKG-REF,Resp Effort-REF
7461,0.7664388561660683,5.954423078096669,1.2242021698658272,6.1070108493299236,1.529377712332333,5.191484221930403,-3.048255424665256,2.9026676534316094,-4.879308679464291,-7.1681252479630855,2.4449043397318513,7.175125247962693,1.6819654835655862,6.412186391796428,-0.9120266273997142,-1.369789941099473,2.9026676534316094,0.15608777123305648,-5.031896450697544,-27.920062135685487,4.123369823297634
7465,2.9026676534316094,5.801835306863415,1.3767899410990798,6.869949705496186,0.9190266273993212,6.259598620563175,-2.8956676534320023,3.0552554246648627,-4.116369823298026,-6.710361934263327,1.834553254798839,7.938064104128956,1.3767899410990798,6.1070108493299236,-0.6068510849332083,-1.9801410260324848,3.3604309671313684,-0.1490877712334494,-4.574133136997785,-17.849269234290787,4.428545365764139
7469,1.987141026032092,4.7337209082306435,1.3767899410990798,7.022537476729441,1.2242021698658272,6.717361934262934,-2.5904921109654966,3.2078431958981155,-3.2008431958985084,-6.40518639179682,1.6819654835655862,8.243239646595462,1.0716143986325743,5.3440719931636576,-0.9120266273997142,-1.674965483565979,3.5130187383646216,-0.3016755424667024,-3.048255424665256,6.869949705496186,5.191484221930403
7473,0.15608777123305648,4.428545365764139,1.6819654835655862,6.717361934262934,1.987141026032092,6.1070108493299236,-2.285316568498991,3.2078431958981155,-3.3534309671317617,-6.100010849330316,1.987141026032092,7.938064104128956,0.9190266273993212,5.038896450697152,-0.4542633136999553,-0.6068510849332083,3.5130187383646216,-0.1490877712334494,-2.437904339732244,17.245918149357387,5.6492475356301615
7477,0.9190266273993212,5.4966597643969095,2.1397287972653447,6.259598620563175,1.6819654835655862,5.3440719931636576,-2.437904339732244,3.3604309671313684,-4.26895759453128,-5.947423078097062,2.292316568498598,7.632888561662451,1.0716143986325743,6.717361934262934,-0.1490877712334494,0.0034999999998035487,3.3604309671313684,0.0034999999998035487,-3.81119428083152,12.21052169866004,5.801835306863415
7480,2.7500798821983556,7.327713019195945,1.987141026032092,6.412186391796428,1.2242021698658272,5.191484221930403,-2.743079882198749,3.5130187383646216,-4.879308679464291,-6.100010849330316,2.292316568498598,7.785476332895702,1.0716143986325743,8.853590731528476,-0.1490877712334494,-0.3016755424667024,3.3604309671313684,0.15608777123305648,-4.879308679464291,12.820872783593053,5.801835306863415
7484,2.9026676534316094,7.632888561662451,1.6819654835655862,7.632888561662451,1.2242021698658272,6.412186391796428,-2.437904339732244,3.5130187383646216,-4.116369823298026,-5.947423078097062,2.597492110965104,8.395827417828716,1.0716143986325743,9.921705130161246,0.0034999999998035487,-0.3016755424667024,3.97078205206438,0.0034999999998035487,-4.116369823298026,16.635567064424375,6.259598620563175
7488,0.9190266273993212,5.4966597643969095,1.3767899410990798,8.243239646595462,0.9190266273993212,6.869949705496186,-2.437904339732244,3.0552554246648627,-3.5060187383650145,-5.4896597643973015,2.4449043397318513,8.395827417828716,1.0716143986325743,9.921705130161246,0.0034999999998035487,0.0034999999998035487,4.275957594530887,-0.3016755424667024,-2.437904339732244,14.80451380962534,6.869949705496186
7492,-0.4542633136999553,3.6656065095978745,1.2242021698658272,7.022537476729441,0.7664388561660683,5.954423078096669,-3.3534309671317617,1.987141026032092,-3.81119428083152,-5.947423078097062,1.529377712332333,7.327713019195945,0.4612633136995624,8.548415189061968,-0.9120266273997142,-0.1490877712334494,3.2078431958981155,-0.4542633136999553,-2.437904339732244,14.346750495925582,7.327713019195945
7496,0.4612633136995624,4.428545365764139,1.3767899410990798,6.1070108493299236,1.529377712332333,4.886308679463898,-3.5060187383650145,2.1397287972653447,-4.26895759453128,-6.252598620563568,1.3767899410990798,6.869949705496186,0.15608777123305648,5.801835306863415,-0.9120266273997142,0.0034999999998035487,2.4449043397318513,0.0034999999998035487,-3.3534309671317617,17.093330378124133,7.785476332895702
7500,2.1397287972653447,7.022537476729441,1.834553254798839,7.175125247962693,2.597492110965104,5.3440719931636576,-2.5904921109654966,3.3604309671313684,-3.6586065095982674,-5.4896597643973015,2.1397287972653447,8.090651875362209,0.7664388561660683,4.428545365764139,0.30867554246630946,0.6138510849328154,2.9026676534316094,0.0034999999998035487,-3.9637820520647726,15.872628208258106,7.938064104128956
7504,2.1397287972653447,7.785476332895702,2.1397287972653447,8.548415189061968,2.1397287972653447,6.564774163029679,-2.437904339732244,3.5130187383646216,-3.2008431958985084,-5.33707199316405,2.4449043397318513,9.006178502761726,1.529377712332333,7.785476332895702,1.0716143986325743,0.4612633136995624,3.6656065095978745,-0.1490877712334494,-3.81119428083152,12.21052169866004,8.395827417828716
7508,0.7664388561660683,6.412186391796428,2.4449043397318513,8.243239646595462,1.529377712332333,7.175125247962693,-2.8956676534320023,2.9026676534316094,-3.2008431958985084,-5.947423078097062,2.1397287972653447,8.548415189061968,1.529377712332333,11.142407300027271,0.6138510849328154,0.15608777123305648,3.97078205206438,-0.3016755424667024,-2.743079882198749,12.515697241126544,9.006178502761726
7512,0.30867554246630946,5.191484221930403,2.597492110965104,7.175125247962693,1.834553254798839,6.717361934262934,-3.048255424665256,2.597492110965104,-3.81119428083152,-6.252598620563568,2.292316568498598,7.632888561662451,1.529377712332333,10.532056215094258,0.0034999999998035487,0.4612633136995624,3.5130187383646216,-0.4542633136999553,-2.285316568498991,14.346750495925582,9.61652958769474
7516,1.2242021698658272,5.954423078096669,2.597492110965104,6.717361934262934,2.292316568498598,5.801835306863415,-3.048255424665256,2.597492110965104,-5.031896450697544,-6.710361934263327,2.597492110965104,7.327713019195945,1.834553254798839,9.158766273994981,-0.1490877712334494,0.4612633136995624,3.2078431958981155,-0.4542633136999553,-2.8956676534320023,8.090651875362209,9.61652958769474
7520,2.4449043397318513,7.327713019195945,2.597492110965104,6.869949705496186,1.987141026032092,5.3440719931636576,-3.3534309671317617,2.1397287972653447,-6.557774163030072,-8.388827417829111,2.9026676534316094,7.632888561662451,2.1397287972653447,9.158766273994981,0.0034999999998035487,-0.6068510849332083,3.3604309671313684,0.0034999999998035487,-4.26895759453128,-35.396862926114885,9.769117358927993
7523,2.7500798821983556,7.632888561662451,2.9026676534316094,7.480300790429197,1.987141026032092,5.4966597643969095,-3.2008431958985084,1.6819654835655862,-8.083651875362602,-10.372468443861397,3.6656065095978745,8.243239646595462,2.597492110965104,8.853590731528476,0.15608777123305648,-2.132728797265738,3.6656065095978745,0.0034999999998035487,-4.726720908231037,-159.29813316751628,10.226880672627749
7527,1.529377712332333,6.717361934262934,3.8181942808311273,8.395827417828716,2.292316568498598,6.259598620563175,-3.5060187383650145,1.3767899410990798,-9.456941816461882,-11.898346156193927,4.428545365764139,8.853590731528476,3.5130187383646216,8.853590731528476,-0.4542633136999553,-3.2008431958985084,4.275957594530887,-0.4542633136999553,-3.81119428083152,-323.78775055696303,11.142407300027271
7531,0.4612633136995624,5.954423078096669,4.123369823297634,8.090651875362209,2.1397287972653447,5.954423078096669,-4.574133136997785,0.7664388561660683,-11.287995071260914,-13.11904832605995,3.97078205206438,8.853590731528476,2.9026676534316094,9.463941816461489,-2.437904339732244,-2.8956676534320023,4.275957594530887,-0.6068510849332083,-3.3534309671317617,-354.0001292611471,11.600170613727029
7535,1.3767899410990798,6.564774163029679,3.0552554246648627,7.327713019195945,1.834553254798839,5.4966597643969095,-5.794835306863807,0.7664388561660683,-13.424223868526454,-13.881987182226215,2.4449043397318513,8.548415189061968,0.6138510849328154,10.226880672627749,-4.879308679464291,-1.827553254799232,3.5130187383646216,-0.4542633136999553,-4.574133136997785,-97.04232250434907,11.600170613727029
7539,1.6819654835655862,7.327713019195945,1.0716143986325743,7.175125247962693,1.529377712332333,5.801835306863415,-6.710361934263327,1.6819654835655862,-15.102689352092238,-13.881987182226215,-0.3016755424667024,8.701002960295224,-2.5904921109654966,9.921705130161246,-6.557774163030072,-0.7594388561664611,2.9026676534316094,0.0034999999998035487,-6.86294970549658,361.6365178228093,12.057933927426784
7543,-0.9120266273997142,6.869949705496186,0.0034999999998035487,7.632888561662451,0.9190266273993212,6.564774163029679,-6.710361934263327,2.292316568498598,-15.560452665791994,-12.966460554826696,-2.743079882198749,8.853590731528476,-4.4215453657645325,9.006178502761726,-6.86294970549658,-0.7594388561664611,2.597492110965104,-0.1490877712334494,-7.778476332896097,706.6374685811942,12.820872783593053
7547,-3.048255424665256,4.886308679463898,0.4612633136995624,7.632888561662451,1.0716143986325743,7.022537476729441,-6.252598620563568,1.834553254798839,-15.255277123325493,-12.966460554826696,-3.048255424665256,8.395827417828716,-4.116369823298026,9.158766273994981,-6.557774163030072,-1.674965483565979,2.4449043397318513,-0.1490877712334494,-6.557774163030072,668.6431135441143,13.583811639759315
7551,-2.132728797265738,3.0552554246648627,1.2242021698658272,6.259598620563175,1.6819654835655862,6.1070108493299236,-7.015537476729832,-0.1490877712334494,-16.628567064424768,-15.102689352092238,-1.827553254799232,6.412186391796428,-2.743079882198749,9.158766273994981,-6.86294970549658,-3.3534309671317617,1.987141026032092,0.15608777123305648,-5.947423078097062,299.6858827021086,14.499338267158832
7555,-0.9120266273997142,3.2078431958981155,1.2242021698658272,5.038896450697152,2.292316568498598,4.275957594530887,-8.388827417829111,-1.674965483565979,-19.680322489089825,-17.849269234290787,-1.0646143986329673,4.7337209082306435,-2.743079882198749,7.632888561662451,-8.083651875362602,-4.879308679464291,1.987141026032092,-0.3016755424667024,-7.778476332896097,-17.39150592059103,14.957101580858593
7559,-1.2172021698662199,4.428545365764139,1.2242021698658272,5.038896450697152,2.4449043397318513,3.8181942808311273,-8.541415189062361,-1.369789941099473,-21.511375743888866,-19.37514694662332,-0.9120266273997142,5.191484221930403,-4.26895759453128,6.412186391796428,-8.846590731528869,-5.184484221930797,2.292316568498598,-0.1490877712334494,-9.609529587695132,-33.413221900082604,15.109689352091847
7562,-1.674965483565979,5.191484221930403,0.9190266273993212,6.1070108493299236,2.4449043397318513,4.886308679463898,-7.931064104129349,-0.6068510849332083,-21.35878797265561,-19.527734717856568,-0.9120266273997142,6.1070108493299236,-5.184484221930797,6.869949705496186,-8.541415189062361,-5.4896597643973015,2.292316568498598,0.0034999999998035487,-8.846590731528869,54.47733433027111,15.2622771233251
7566,-1.827553254799232,3.97078205206438,0.7664388561660683,6.717361934262934,2.7500798821983556,6.1070108493299236,-7.625888561662843,-0.6068510849332083,-21.20620020142236,-19.98549803155633,-1.2172021698662199,6.1070108493299236,-3.6586065095982674,7.327713019195945,-8.541415189062361,-6.252598620563568,1.987141026032092,-0.1490877712334494,-6.710361934263327,41.81254931791111,16.025215979491364
7570,-2.8956676534320023,1.6819654835655862,1.0716143986325743,6.1070108493299236,2.7500798821983556,5.954423078096669,-7.931064104129349,-1.369789941099473,-22.42690237128838,-21.20620020142236,-1.9801410260324848,5.038896450697152,-1.2172021698662199,7.022537476729441,-9.456941816461882,-6.86294970549658,1.6819654835655862,-0.3016755424667024,-5.4896597643973015,10.68464398632751,16.78815483565763
7574,-3.9637820520647726,0.7664388561660683,1.3767899410990798,5.3440719931636576,2.7500798821983556,4.886308679463898,-8.541415189062361,-1.9801410260324848,-24.868306711020427,-22.57949014252164,-1.9801410260324848,3.8181942808311273,-0.6068510849332083,6.1070108493299236,-10.219880672628143,-7.015537476729832,1.529377712332333,0.15608777123305648,-5.947423078097062,31.131405331583405,17.093330378124133
7578,-3.3534309671317617,2.1397287972653447,1.3767899410990798,4.7337209082306435,3.2078431958981155,4.275957594530887,-8.541415189062361,-1.9801410260324848,-27.46229882198573,-24.10536785485416,-0.9120266273997142,3.5130187383646216,-0.7594388561664611,4.7337209082306435,-10.219880672628143,-8.388827417829111,1.2242021698658272,0.6138510849328154,-7.320713019196337,41.2021982329781,17.551093691823894
7582,-2.5904921109654966,3.2078431958981155,1.834553254798839,4.7337209082306435,3.8181942808311273,4.428545365764139,-8.236239646595855,-2.743079882198749,-28.835588763085013,-25.63124556718669,-0.4542633136999553,3.3604309671313684,-0.1490877712334494,3.3604309671313684,-9.914705130161641,-10.372468443861397,1.2242021698658272,0.30867554246630946,-8.694002960295615,25.48565779595304,18.008857005523648
7586,-3.5060187383650145,1.529377712332333,2.4449043397318513,5.191484221930403,3.5130187383646216,4.7337209082306435,-8.694002960295615,-3.81119428083152,-28.683000991851753,-27.004535508285965,-1.0646143986329673,3.0552554246648627,0.7664388561660683,2.4449043397318513,-10.677643986327904,-12.356109469893685,1.529377712332333,0.0034999999998035487,-9.151766273995372,23.196841227454254,18.466620319223413
7590,-5.947423078097062,-0.7594388561664611,2.292316568498598,4.428545365764139,2.9026676534316094,4.275957594530887,-9.609529587695132,-4.726720908231037,-29.14076430555151,-28.377825449385238,-1.827553254799232,2.7500798821983556,0.0034999999998035487,0.15608777123305648,-12.05093392742718,-13.424223868526454,1.3767899410990798,-0.1490877712334494,-8.846590731528869,31.436580874049916,19.382146946622925
7594,-7.778476332896097,-1.2172021698662199,1.987141026032092,3.0552554246648627,3.0552554246648627,3.3604309671313684,-10.52505621509465,-5.33707199316405,-30.97181756035055,-29.751115390484518,-1.9801410260324848,2.292316568498598,-1.2172021698662199,-1.5223777123327258,-13.11904832605995,-13.881987182226215,1.0716143986325743,0.0034999999998035487,-9.304354045228626,30.978817560350155,19.99249803155594
7598,-7.1681252479630855,0.0034999999998035487,1.987141026032092,2.597492110965104,3.5130187383646216,2.7500798821983556,-10.372468443861397,-5.184484221930797,-32.65028304391633,-30.97181756035055,-1.827553254799232,1.834553254798839,-1.369789941099473,0.6138510849328154,-13.57681163975971,-14.64492603839248,1.0716143986325743,0.0034999999998035487,-10.067292901394893,26.55377219458581,20.145085802789193
7602,-4.574133136997785,0.4612633136995624,1.834553254798839,3.5130187383646216,3.0552554246648627,3.0552554246648627,-9.762117358928387,-4.879308679464291,-33.413221900082604,-32.039931958983324,-1.9801410260324848,1.834553254798839,-1.369789941099473,3.0552554246648627,-13.271636097293205,-15.865628208258505,0.9190266273993212,0.0034999999998035487,-10.677643986327904,24.417543397320276,20.145085802789193
7605,-3.81119428083152,-0.9120266273997142,1.2242021698658272,4.123369823297634,2.292316568498598,4.123369823297634,-9.914705130161641,-5.031896450697544,-33.565809671315854,-32.345107501449824,-2.5904921109654966,1.987141026032092,-1.2172021698662199,2.597492110965104,-12.966460554826696,-16.933742606891276,1.0716143986325743,-0.4542633136999553,-10.52505621509465,22.433902371287985,20.60284911648895
7609,-6.710361934263327,-2.8956676534320023,0.7664388561660683,3.6656065095978745,1.834553254798839,4.886308679463898,-10.677643986327904,-5.794835306863807,-34.17616075624886,-32.80287081514958,-3.3534309671317617,1.529377712332333,-2.132728797265738,0.4612633136995624,-13.881987182226215,-17.69668146305754,0.9190266273993212,-0.6068510849332083,-9.609529587695132,21.51837574388847,21.213200201421962
7613,-8.999178502762119,-3.6586065095982674,0.30867554246630946,2.1397287972653447,1.6819654835655862,4.275957594530887,-11.287995071260914,-5.947423078097062,-35.396862926114885,-34.32874852748211,-4.26895759453128,0.30867554246630946,-3.9637820520647726,-1.827553254799232,-15.560452665791994,-18.76479586169031,0.0034999999998035487,-0.1490877712334494,-9.151766273995372,22.433902371287985,21.36578797265521
7617,-8.388827417829111,-2.743079882198749,-0.6068510849332083,1.529377712332333,1.6819654835655862,3.6656065095978745,-11.440582842494168,-5.642247535630556,-36.77015286721416,-36.00721401104789,-5.33707199316405,-0.1490877712334494,-5.794835306863807,-3.048255424665256,-16.17080375072501,-19.680322489089825,-0.7594388561664611,0.15608777123305648,-9.762117358928387,21.976139057588224,21.670963515121727
7621,-8.236239646595855,-1.827553254799232,-1.827553254799232,1.987141026032092,1.0716143986325743,3.97078205206438,-11.745758384960673,-5.184484221930797,-36.922740638447415,-36.922740638447415,-6.252598620563568,0.30867554246630946,-7.015537476729832,-1.369789941099473,-16.17080375072501,-20.748436887722594,-0.9120266273997142,0.15608777123305648,-11.135407300027662,18.31403254799016,21.823551286354977
7625,-9.609529587695132,-3.048255424665256,-2.132728797265738,2.597492110965104,0.30867554246630946,5.191484221930403,-11.745758384960673,-4.879308679464291,-36.00721401104789,-36.61756509598091,-6.86294970549658,0.30867554246630946,-7.625888561662843,0.9190266273993212,-16.47597929319151,-21.663963515122113,-1.0646143986329673,-0.1490877712334494,-10.372468443861397,13.73639941099257,21.976139057588224
7629,-9.456941816461882,-5.184484221930797,-1.9801410260324848,2.4449043397318513,-0.1490877712334494,6.1070108493299236,-11.440582842494168,-4.4215453657645325,-34.481336298715355,-36.46497732474765,-7.015537476729832,-0.3016755424667024,-7.931064104129349,0.4612633136995624,-16.47597929319151,-21.511375743888866,-0.9120266273997142,0.15608777123305648,-8.694002960295615,11.142407300027271,22.28131460005473
7633,-9.151766273995372,-5.947423078097062,-2.5904921109654966,1.529377712332333,-0.7594388561664611,5.954423078096669,-11.745758384960673,-3.9637820520647726,-34.17616075624886,-36.46497732474765,-7.473300790429591,-1.0646143986329673,-8.541415189062361,-1.2172021698662199,-16.17080375072501,-20.748436887722594,-1.5223777123327258,0.30867554246630946,-8.999178502762119,10.989819528794014,22.739077913754485
7637,-9.914705130161641,-4.26895759453128,-3.2008431958985084,0.9190266273993212,-1.369789941099473,5.6492475356301615,-12.05093392742718,-3.5060187383650145,-34.481336298715355,-36.61756509598091,-7.778476332896097,-1.2172021698662199,-9.304354045228626,-1.2172021698662199,-15.865628208258505,-20.443261345256094,-1.9801410260324848,0.4612633136995624,-10.219880672628143,9.006178502761726,23.044253456221
7641,-9.762117358928387,-2.437904339732244,-3.2008431958985084,1.2242021698658272,-1.5223777123327258,6.259598620563175,-11.593170613727422,-2.8956676534320023,-33.413221900082604,-35.24427515488161,-7.473300790429591,-0.4542633136999553,-8.999178502762119,-0.6068510849332083,-14.950101580858984,-20.29067357402284,-2.132728797265738,0.30867554246630946,-10.372468443861397,3.2078431958981155,23.044253456221
7645,-8.541415189062361,-2.743079882198749,-2.5904921109654966,2.1397287972653447,-1.5223777123327258,7.632888561662451,-10.219880672628143,-1.827553254799232,-30.819229789117287,-33.108046357616075,-6.557774163030072,-0.1490877712334494,-7.778476332896097,0.15608777123305648,-13.424223868526454,-19.37514694662332,-1.674965483565979,0.0034999999998035487,-8.999178502762119,-2.8956676534320023,23.044253456221
7648,-7.931064104129349,-3.6586065095982674,-1.674965483565979,2.9026676534316094,-1.5223777123327258,8.548415189061968,-9.304354045228626,-1.0646143986329673,-27.767474364452234,-30.66664201788404,-5.794835306863807,0.0034999999998035487,-6.710361934263327,1.0716143986325743,-12.05093392742718,-17.849269234290787,-1.2172021698662199,0.0034999999998035487,-6.557774163030072,-5.947423078097062,23.65460454115401
7652,-8.846590731528869,-3.9637820520647726,-1.369789941099473,2.292316568498598,-1.827553254799232,8.090651875362209,-8.846590731528869,-0.7594388561664611,-26.39418442335296,-28.988176534318253,-5.33707199316405,0.0034999999998035487,-6.252598620563568,1.3767899410990798,-11.135407300027662,-15.71304043702525,-1.0646143986329673,0.0034999999998035487,-4.726720908231037,-7.015537476729832,24.11236785485377
7656,-8.846590731528869,-3.048255424665256,-0.9120266273997142,1.529377712332333,-1.2172021698662199,7.327713019195945,-7.625888561662843,-0.6068510849332083,-25.173482253486927,-27.46229882198573,-5.031896450697544,0.0034999999998035487,-5.642247535630556,1.6819654835655862,-9.609529587695132,-13.57681163975971,-1.0646143986329673,0.0034999999998035487,-4.116369823298026,-8.236239646595855,24.264955626087023
7660,-7.625888561662843,-1.5223777123327258,-0.3016755424667024,1.987141026032092,-0.1490877712334494,7.175125247962693,-5.642247535630556,0.15608777123305648,-22.884665684988136,-25.32607002472019,-3.9637820520647726,0.4612633136995624,-4.4215453657645325,2.1397287972653447,-7.625888561662843,-12.203521698660431,-0.7594388561664611,0.0034999999998035487,-3.3534309671317617,-11.440582842494168,24.264955626087023
7664,-7.778476332896097,-0.3016755424667024,0.15608777123305648,2.9026676534316094,0.4612633136995624,7.480300790429197,-3.3534309671317617,0.4612633136995624,-19.527734717856568,-22.884665684988136,-3.048255424665256,1.2242021698658272,-3.048255424665256,2.292316568498598,-5.794835306863807,-11.135407300027662,-0.1490877712334494,-0.1490877712334494,-1.674965483565979,-16.47597929319151,24.570131168553534
7668,-7.625888561662843,-1.0646143986329673,0.6138510849328154,2.9026676534316094,1.2242021698658272,7.632888561662451,-1.2172021698662199,0.15608777123305648,-16.17080375072501,-20.595849116489344,-2.743079882198749,1.6819654835655862,-1.674965483565979,2.292316568498598,-3.9637820520647726,-9.762117358928387,0.4612633136995624,-0.3016755424667024,0.30867554246630946,-19.37514694662332,24.722718939786787
7672,-4.879308679464291,-1.827553254799232,1.6819654835655862,1.987141026032092,2.4449043397318513,6.717361934262934,-0.1490877712334494,-0.1490877712334494,-14.339750495925975,-19.069971404156817,-2.132728797265738,1.529377712332333,-0.6068510849332083,0.7664388561660683,-2.285316568498991,-8.083651875362602,0.4612633136995624,-0.1490877712334494,1.2242021698658272,-19.37514694662332,25.027894482253288
7676,-2.285316568498991,-0.7594388561664611,2.292316568498598,1.3767899410990798,2.9026676534316094,5.3440719931636576,0.6138510849328154,-0.7594388561664611,-13.881987182226215,-18.1544447767573,-0.9120266273997142,1.0716143986325743,-0.6068510849332083,-1.369789941099473,-1.0646143986329673,-6.86294970549658,0.30867554246630946,0.0034999999998035487,1.3767899410990798,-19.83291026032308,25.027894482253288
7680,-1.827553254799232,1.529377712332333,2.292316568498598,1.834553254798839,3.5130187383646216,4.275957594530887,2.4449043397318513,-1.2172021698662199,-13.271636097293205,-16.933742606891276,0.7664388561660683,1.529377712332333,0.0034999999998035487,-0.4542633136999553,1.0716143986325743,-6.557774163030072,0.9190266273993212,0.0034999999998035487,1.834553254798839,-22.274314600055128,24.875306711020034
7684,-1.2172021698662199,2.4449043397318513,2.9026676534316094,2.597492110965104,5.191484221930403,4.428545365764139,4.5811331369973916,-1.369789941099473,-11.440582842494168,-15.255277123325493,1.987141026032092,2.292316568498598,2.597492110965104,2.4449043397318513,3.6656065095978745,-6.40518639179682,1.834553254798839,-0.4542633136999553,2.597492110965104,-25.173482253486927,25.027894482253288
7688,-0.3016755424667024,1.6819654835655862,4.275957594530887,2.4449043397318513,6.259598620563175,4.275957594530887,5.3440719931636576,-1.9801410260324848,-9.762117358928387,-13.729399410992965,2.7500798821983556,2.292316568498598,5.954423078096669,2.597492110965104,5.038896450697152,-6.100010849330316,2.7500798821983556,-0.3016755424667024,3.6656065095978745,-26.54677219458621,25.6382455671863
7691,0.4612633136995624,0.9190266273993212,5.4966597643969095,1.834553254798839,6.869949705496186,3.5130187383646216,5.6492475356301615,-2.8956676534320023,-9.304354045228626,-12.813872783593444,3.6656065095978745,2.1397287972653447,7.632888561662451,2.4449043397318513,5.6492475356301615,-5.4896597643973015,3.3604309671313684,-0.1490877712334494,4.123369823297634,-26.08900888088645,25.790833338419556
7695,1.6819654835655862,1.987141026032092,6.564774163029679,1.2242021698658272,7.785476332895702,2.1397287972653447,6.1070108493299236,-3.3534309671317617,-9.609529587695132,-12.813872783593444,5.038896450697152,2.292316568498598,7.938064104128956,5.038896450697152,6.869949705496186,-4.879308679464291,3.5130187383646216,0.0034999999998035487,3.8181942808311273,-26.39418442335296,25.6382455671863
7699,3.2078431958981155,3.97078205206438,7.327713019195945,1.3767899410990798,8.853590731528476,1.2242021698658272,6.717361934262934,-3.6586065095982674,-10.219880672628143,-13.57681163975971,6.1070108493299236,2.4449043397318513,8.853590731528476,6.259598620563175,8.395827417828716,-4.879308679464291,3.97078205206438,-0.1490877712334494,3.3604309671313684,-27.61488659321898,25.333070024719795
7703,4.275957594530887,5.4966597643969095,7.632888561662451,2.4449043397318513,9.311354045228232,1.834553254798839,6.717361934262934,-3.9637820520647726,-9.914705130161641,-13.881987182226215,7.175125247962693,3.2078431958981155,10.532056215094258,5.191484221930403,9.006178502761726,-5.184484221930797,5.038896450697152,-0.1490877712334494,3.6656065095978745,-28.530413220618502,25.333070024719795
7707,4.5811331369973916,5.801835306863415,8.395827417828716,3.5130187383646216,9.006178502761726,2.9026676534316094,6.717361934262934,-4.26895759453128,-9.151766273995372,-13.424223868526454,7.938064104128956,4.123369823297634,11.29499507126052,5.3440719931636576,8.853590731528476,-5.4896597643973015,5.4966597643969095,-0.1490877712334494,3.97078205206438,-29.751115390484518,25.790833338419556
7711,3.8181942808311273,4.886308679463898,9.006178502761726,3.0552554246648627,8.701002960295224,2.4449043397318513,5.801835306863415,-5.031896450697544,-9.456941816461882,-13.424223868526454,7.785476332895702,3.8181942808311273,11.142407300027271,6.259598620563175,8.243239646595462,-5.33707199316405,5.191484221930403,-0.3016755424667024,2.9026676534316094,-30.97181756035055,26.248596652119307
7715,3.0552554246648627,4.886308679463898,8.853590731528476,1.987141026032092,8.853590731528476,0.9190266273993212,3.97078205206438,-5.642247535630556,-10.219880672628143,-13.729399410992965,7.480300790429197,3.0552554246648627,11.29499507126052,5.954423078096669,7.938064104128956,-4.726720908231037,4.886308679463898,-0.1490877712334494,0.6138510849328154,-31.88734418775006,26.09600888088606
7719,3.6656065095978745,6.564774163029679,8.701002960295224,2.1397287972653447,9.61652958769474,0.9190266273993212,3.3604309671313684,-5.33707199316405,-10.830231757561156,-13.881987182226215,8.090651875362209,3.8181942808311273,11.905346156193533,5.4966597643969095,8.548415189061968,-5.031896450697544,5.038896450697152,0.0034999999998035487,-1.0646143986329673,-32.65028304391633,25.6382455671863
7723,4.275957594530887,8.090651875362209,9.311354045228232,3.5130187383646216,9.61652958769474,2.1397287972653447,3.6656065095978745,-5.031896450697544,-11.135407300027662,-13.881987182226215,9.158766273994981,5.3440719931636576,12.515697241126544,5.6492475356301615,9.158766273994981,-5.642247535630556,5.6492475356301615,-0.1490877712334494,-1.369789941099473,-34.63392406994862,25.6382455671863
7727,4.7337209082306435,7.327713019195945,9.769117358927993,4.428545365764139,8.395827417828716,2.7500798821983556,2.7500798821983556,-5.4896597643973015,-10.982819528794408,-13.729399410992965,9.311354045228232,5.801835306863415,12.363109469893294,5.954423078096669,8.548415189061968,-5.947423078097062,6.259598620563175,-0.3016755424667024,-0.9120266273997142,-36.46497732474765,26.09600888088606
7730,6.564774163029679,5.801835306863415,9.769117358927993,3.8181942808311273,7.938064104128956,2.292316568498598,1.0716143986325743,-5.794835306863807,-11.135407300027662,-13.881987182226215,8.853590731528476,5.3440719931636576,11.600170613727029,6.259598620563175,7.480300790429197,-5.642247535630556,6.1070108493299236,-0.3016755424667024,-1.0646143986329673,-36.77015286721416,26.401184423352564
7734,7.327713019195945,5.801835306863415,9.769117358927993,2.7500798821983556,8.090651875362209,1.6819654835655862,0.15608777123305648,-5.947423078097062,-11.745758384960673,-14.339750495925975,9.006178502761726,5.038896450697152,10.989819528794014,6.717361934262934,7.022537476729441,-5.184484221930797,5.6492475356301615,-0.1490877712334494,-1.674965483565979,-36.3123895535144,26.09600888088606
7738,7.175125247962693,7.175125247962693,9.921705130161246,3.3604309671313684,8.243239646595462,1.987141026032092,-0.1490877712334494,-5.33707199316405,-12.356109469893685,-14.797513809625736,9.463941816461489,5.6492475356301615,11.142407300027271,7.175125247962693,7.175125247962693,-4.879308679464291,5.954423078096669,0.0034999999998035487,-2.285316568498991,-35.85462623981464,25.790833338419556
7742,7.632888561662451,8.548415189061968,10.226880672627749,5.3440719931636576,8.090651875362209,3.5130187383646216,-0.4542633136999553,-4.4215453657645325,-12.356109469893685,-14.950101580858984,9.769117358927993,6.717361934262934,11.752758384960279,8.090651875362209,7.480300790429197,-4.879308679464291,6.869949705496186,0.15608777123305648,-2.5904921109654966,-34.93909961241512,25.790833338419556
